timestamp,message,logStreamName
1725806378687,"2024/09/08 14:39:38 hello world function executed in 15 ms
",2024/09/08/[$LATEST]7abf60c22a9247cd8181ad0e3ed01b66
1725806378691,"2024/09/08 14:39:38 hello world function executed in 15 ms
",2024/09/08/[$LATEST]cbca40341ba44f828247b06b11246ed6
1725806379017,"2024/09/08 14:39:39 hello world function executed in 15 ms
",2024/09/08/[$LATEST]cbca40341ba44f828247b06b11246ed6
1725806379034,"2024/09/08 14:39:39 hello world function executed in 17 ms
",2024/09/08/[$LATEST]7abf60c22a9247cd8181ad0e3ed01b66
1725806379353,"2024/09/08 14:39:39 hello world function executed in 19 ms
",2024/09/08/[$LATEST]cbca40341ba44f828247b06b11246ed6
1725806379365,"2024/09/08 14:39:39 hello world function executed in 34 ms
",2024/09/08/[$LATEST]7abf60c22a9247cd8181ad0e3ed01b66
1725806379686,"2024/09/08 14:39:39 hello world function executed in 18 ms
",2024/09/08/[$LATEST]7abf60c22a9247cd8181ad0e3ed01b66
1725806386728,"2024/09/08 14:39:46 hello world function executed in 16 ms
",2024/09/08/[$LATEST]7abf60c22a9247cd8181ad0e3ed01b66
1725806387057,"2024/09/08 14:39:47 hello world function executed in 20 ms
",2024/09/08/[$LATEST]7abf60c22a9247cd8181ad0e3ed01b66
1725806387065,"2024/09/08 14:39:47 hello world function executed in 19 ms
",2024/09/08/[$LATEST]cbca40341ba44f828247b06b11246ed6
1725806387426,"2024/09/08 14:39:47 hello world function executed in 20 ms
",2024/09/08/[$LATEST]7abf60c22a9247cd8181ad0e3ed01b66
1725806387439,"2024/09/08 14:39:47 hello world function executed in 32 ms
",2024/09/08/[$LATEST]cbca40341ba44f828247b06b11246ed6
1725806387771,"2024/09/08 14:39:47 hello world function executed in 20 ms
",2024/09/08/[$LATEST]cbca40341ba44f828247b06b11246ed6
1725806387785,"2024/09/08 14:39:47 hello world function executed in 25 ms
",2024/09/08/[$LATEST]7abf60c22a9247cd8181ad0e3ed01b66
1725806388101,"2024/09/08 14:39:48 hello world function executed in 18 ms
",2024/09/08/[$LATEST]7abf60c22a9247cd8181ad0e3ed01b66
1725806388104,"2024/09/08 14:39:48 hello world function executed in 13 ms
",2024/09/08/[$LATEST]cbca40341ba44f828247b06b11246ed6
